Episode,SurvivalMonths,Reward
0,43.5,6.1899
2,47.25,-1684.9786
4,48.0,-991.0283
6,50.75,-718.0285
8,46.75,494.8267
10,48.75,53.4628
12,48.25,237.2017
14,51.0,715.1141
16,51.0,239.0898
18,53.0,348.9527
20,48.0,1025.548
22,49.0,835.9586
24,51.75,733.347
26,53.5,988.4781
28,55.5,1671.7466
30,49.0,1192.9364
32,52.75,1438.8998
34,50.25,305.2452
36,46.25,857.9117
38,51.0,1081.7041
40,43.0,1027.1336
42,48.5,691.0313
44,41.5,563.125
46,53.0,1266.1103
48,42.0,1078.5597
50,47.75,1216.9988
52,49.25,813.261
54,50.75,1163.0975
56,52.25,975.4917
58,39.25,800.9912
60,51.5,861.0227
62,37.75,902.0709
64,49.5,997.2361
66,49.0,997.4878
68,52.25,1047.1919
70,49.75,822.9078
72,47.25,1010.9898
74,47.75,786.0267
76,47.5,1142.6756
78,46.25,462.3987
80,52.75,1634.2532
82,38.5,663.0281
84,46.5,34.6256
86,53.0,1142.3435
88,51.75,1695.4206
90,48.0,1187.9816
92,48.5,1242.9074
94,45.0,1211.0991
96,53.0,1162.9139
98,45.25,1380.4094
100,41.0,1095.9792
102,52.25,1001.3511
104,48.25,1247.002
106,46.5,1093.8847
108,45.0,1103.1065
110,47.75,1013.9307
112,53.25,1214.7424
114,52.25,1175.558
116,43.75,520.8772
118,48.5,1373.6526
120,51.25,1553.9894
122,45.0,1274.7068
124,50.0,1308.6617
126,48.5,1089.5336
128,48.25,1170.7665
130,49.5,1065.1817
132,51.25,1372.0947
134,51.25,1150.069
136,50.25,1140.6174
138,47.5,1256.0589
140,51.25,1317.9773
142,48.75,1323.9337
144,46.25,962.6658
146,51.0,1303.6074
148,51.75,1373.4898
150,46.0,1290.1362
152,56.0,1661.7257
154,55.25,1459.3422
156,44.0,1086.6965
158,48.0,874.609
160,45.25,1332.7775
162,50.25,1429.1135
164,52.0,1581.1175
166,49.5,1547.9629
168,54.0,1650.3151
170,56.5,1849.8738
172,52.5,1289.9619
174,41.5,1226.5067
176,50.0,1281.3481
178,48.5,1483.834
180,44.25,1386.9447
182,49.0,1295.9572
184,50.5,1455.3802
186,50.25,1131.2625
188,53.25,1596.0612
190,49.25,1469.3422
192,53.0,1558.339
194,51.25,1544.3179
196,55.0,1671.6081
198,53.5,1493.7784
200,50.0,1469.8104
202,50.25,1218.4908
204,51.5,1395.3979
206,55.25,1547.9358
208,47.5,1320.5364
210,45.75,1177.411
212,50.5,1332.5649
214,52.75,1332.5793
216,44.75,1112.1444
218,49.25,1398.6261
220,45.25,1347.3898
222,50.0,1428.5605
224,52.25,1457.9458
226,51.25,1391.3112
228,51.75,1420.6714
230,41.75,1020.6375
232,52.5,1327.5739
234,48.75,748.3293
236,50.5,917.8906
238,45.0,1320.3002
240,45.0,1159.2764
242,47.0,1404.1927
244,50.25,1216.3706
246,55.5,1578.061
248,52.5,1497.1815
250,51.0,1520.7809
252,51.75,1378.4689
254,50.75,924.4648
256,51.25,1742.3607
258,46.75,1274.7181
260,52.25,939.3765
262,52.5,1565.3517
264,41.0,1159.8341
266,48.75,1288.3398
268,47.75,1154.1621
270,49.0,1182.8248
272,46.0,876.0321
274,54.75,1763.8622
276,50.0,1256.5847
278,51.5,1387.8482
280,51.25,1154.9156
282,52.5,1525.8822
284,52.0,1240.7699
286,49.25,1158.9921
288,53.5,1482.4857
290,48.5,1296.2583
292,50.0,1173.8643
294,51.75,1564.6306
296,49.0,1479.8467
298,50.25,1477.8783
300,52.75,1462.1623
302,56.75,1813.6853
304,53.25,1530.5653
306,54.5,1480.719
308,52.0,1554.6944
310,52.25,1361.0467
312,49.25,821.7851
314,52.5,1525.3996
316,54.0,1431.6724
318,53.25,1667.0484
320,53.25,1438.5002
322,53.75,1625.5585
324,43.0,1034.3625
326,53.0,1493.009
328,55.5,1837.3167
330,50.5,1467.9646
332,47.25,1232.5998
334,50.0,1393.9813
336,51.75,1532.845
338,53.5,1615.2068
340,53.5,1605.8037
342,49.75,1121.1488
344,46.0,1292.2819
346,48.5,1386.5458
348,55.5,1886.7977
350,48.75,1514.7427
352,53.25,1762.5544
354,52.5,1664.7436
356,47.25,1502.9488
358,49.0,1237.8868
360,51.25,1278.2316
362,48.75,1533.9454
364,51.25,1602.1229
366,49.5,1462.9183
368,53.5,1648.5517
370,52.5,1560.096
372,48.0,1173.3922
374,50.75,1611.7372
376,49.75,1498.2784
378,48.75,1161.9342
380,53.5,1370.1231
382,54.0,1748.7905
384,50.75,1575.591
386,47.0,1351.2949
388,41.25,1029.5652
390,47.5,1450.3235
392,52.5,1633.9864
394,52.5,1724.7745
396,53.25,1779.1857
398,52.75,1744.7034
400,52.25,1464.6854
402,48.75,1575.9013
404,57.25,2044.6294
406,45.0,1245.0906
408,54.5,1524.2999
410,53.25,1668.1546
412,54.0,1685.1606
414,48.25,1406.6825
416,47.5,1331.9069
418,53.75,1562.9635
420,51.0,1655.9142
422,52.25,1567.1328
424,54.5,1672.4173
426,53.75,1674.3995
428,52.75,1609.9457
430,45.25,1351.4881
432,54.75,1804.7391
434,52.25,1649.3804
436,53.0,1539.308
438,53.25,1505.6793
440,52.75,1451.8817
442,47.75,1468.3175
444,51.5,1186.0087
446,53.25,1675.6483
448,54.0,1609.6061
450,50.75,1493.6582
452,50.0,1356.1249
454,52.5,1598.4907
456,55.0,1672.4765
458,49.5,1230.7612
460,49.0,1218.3124
462,49.75,1470.0417
464,53.0,1595.6489
466,46.75,1272.8832
468,55.0,1749.9347
470,50.25,1337.937
472,55.5,1744.3978
474,54.75,1716.2707
476,55.0,1831.1581
478,50.75,1411.483
480,50.25,1190.152
482,48.0,1111.9163
484,52.5,1400.5149
486,52.25,1259.1457
488,51.75,1517.1307
490,54.25,1690.3256
492,50.5,1607.6261
494,54.75,1527.6304
496,51.75,984.9216
498,53.75,1230.8262
500,50.25,1361.3778
502,51.25,1441.0842
504,55.25,1443.1418
506,54.25,1722.5404
508,56.0,1574.1437
510,44.75,1101.3585
512,48.75,1327.0919
514,50.0,1542.5247
516,51.75,1578.1152
518,53.75,1736.9433
520,48.5,1506.0623
522,50.25,1168.7801
524,53.75,1280.3579
526,53.25,1580.1247
528,53.75,1600.0738
530,54.0,1480.5539
532,55.75,1823.2874
534,56.25,1713.7488
536,49.5,1424.0189
538,51.25,1440.9617
540,58.0,1824.1141
542,52.0,1149.4596
544,45.75,1457.2556
546,49.75,1485.2117
548,49.5,1602.4011
550,55.0,1637.9875
552,50.75,1349.8783
554,52.5,1517.0415
556,51.5,1115.4471
558,53.75,1576.1132
560,51.5,1580.4057
562,55.25,1618.992
564,52.5,1586.7891
566,49.75,1420.0123
568,52.0,1382.8727
570,45.0,1185.4633
572,52.25,1363.8366
574,52.25,1544.3107
576,53.75,1535.9896
578,49.25,1416.835
580,54.0,1600.4242
582,52.5,1588.3177
584,54.5,1624.1933
586,51.0,1215.8765
588,50.25,1555.3452
590,48.75,1260.9432
